TMA_PA_Manggarai (cm),C.H. Bogor (mm),C.H. Depok (mm),C.H. Manggarai (mm)
680,0,0,0
670,0,0,0
660,0,0.1,0
645,0.9,0.1,0.4
635,0.7,0,0.3
635,0.1,0,0
625,0.3,0,0
625,0.1,0,0
620,0,0,0
620,0,0,0
625,0,0,0
640,0,0,0
655,0,0,0
655,0,0,0
650,0,0,0
635,0,0,0
625,0,0,0
620,0,0,0
615,0,0,0
610,0,0,0
610,0,0,0
610,0,0,0
610,0.1,0,0
610,0,0.1,0
610,0,0.1,0
610,0.2,0.1,0.1
605,0.1,1.5,0
600,0.1,0.2,0
610,0.3,0.1,0
610,0.1,0.2,0.1
610,0,0,0
610,0,0,0.1
610,0,0.1,0.1
605,0.1,0.1,0.1
605,0.4,0.2,0.1
605,0.3,0.1,0.1
605,0.1,0,0.2
605,0,0,0.4
600,0,0,0.1
600,0,0,0.1
600,0,0,0
600,0,0,0
600,0,0,0
600,0,0,0
600,0,0,0
600,0,0,0
600,0,0,0
610,0,0,0
625,0,0,0
630,0.1,0.1,0
635,0,0.1,0
635,0.2,0.4,0.1
625,0.1,1.6,0.9
625,4.8,0.8,2.6
620,2.5,0.4,1.9
620,2,0.5,1.2
620,1.2,1.1,0.5
625,1.3,1.4,0
650,1,1.7,0
660,0,0.4,0
670,0,0.2,0
675,0,0.1,0
680,0.1,0,0.2
680,0.1,0,0.1
690,0,0,0
705,0,0,0
730,0,0,0
755,0,0,0
765,0,0,0
770,0,0,0
765,0.2,0.1,0.1
755,6.4,1,2.2
740,4.5,1.7,1.5
710,3.8,1.8,1.2
695,0.6,4.7,0.1
690,3,2,0.1
685,7.3,3.1,8.5
725,1.8,1.7,5.4
740,0.4,1.4,0.8
705,0.2,0.9,0.1
685,0.1,0.1,0
685,0.1,0.1,0
700,0,0.1,0
710,0,0,0
710,0,0,0
710,0,0,0
700,0,0,0
700,0,0,0
700,0,0,0.1
700,0,0,0
700,0,0,0
690,0,0,0
680,0,0,0
665,0,0,0
660,0.2,0.2,0.1
655,0.1,0.1,0.1
650,0.4,0.2,0.1
645,4.1,2.1,5
645,1.1,7,1.3
645,0.1,2.2,0.1
645,0.2,0.4,0.1
645,0.1,0.2,0
645,0,0,0
645,0,0,0
645,0,0,0.1
640,0,0.3,0.3
635,0,0.8,0.1
635,0.2,0.4,0
630,0,0,0
630,0,0,0.1
625,0.1,0,0.2
625,0.1,0,0.1
625,0,0,0.1
635,0,0,0.2
635,0,0,0.3
645,0.1,0.1,0.3
650,0,0.1,0.1
650,0.1,0.1,0.1
650,0.2,0.1,0.1
645,0.5,0.2,0.4
640,0.2,0.2,0.5
635,1,0.7,1.4
630,0.7,0.8,0.9
630,0.8,0.5,0.8
630,0.5,0.4,0.4
625,0.2,0.4,0.1
625,0,0.2,0
625,0,0.1,0
625,0,0,0
625,0,0,0
625,0.1,0,0
625,0.1,0,0.2
625,0,0,0.2
625,0,0,0.2
625,0,0,0
620,0,0,0
620,0,0,0
620,0,0,0
620,0,0,0.1
620,0,0,0
620,0,0,0
620,0,0,0
620,0,0,0
620,0.2,0,0.2
620,0.2,0.2,0.4
615,0.4,0.2,0.1
615,1.5,0.3,3.2
615,1.4,0.8,1.9
620,0.2,0.2,0.3
625,0.5,0.1,0.9
635,1.2,0.2,2
645,0.8,0.4,1.3
650,0.4,0.1,0.5
650,0,0,0
650,0,0,0
650,0,0,0
640,0,0,0
635,0,0,0
630,0,0,0
625,0,0,0
625,0,0,0
625,0,0,0
625,0,0,0
620,0,0,0
620,0,0,0
620,0,0,0
620,0,0,0.3
620,0.1,0,0.1
620,0.1,0.1,0.1
615,0.2,0.3,0.1
615,1.2,0.4,0.2
615,3.5,0.6,1.8
615,0.2,1.6,0
615,0.2,0.2,0
615,0,0.1,0
615,0,0.2,0.1
615,0,0,0.1
610,0,0,0
610,0,0,0
615,0,0,0.4
615,0,0,0.2
615,0,0,0
615,0,0,0.2
615,0,0,0
615,0,0,0
610,0,0,0
610,0,0,0.2
610,0,0,0.1
610,0,0,0
610,0,0,0.1
615,0.1,0,0.1
620,0.1,0,0.2
620,0.7,0,0.2
620,1.1,0.7,0.5
620,0,0,0
620,0,0,0
615,0.2,0.1,0.1
615,0.4,0,0
615,0.1,0,0
615,0,0,0
615,0,0,0
610,0,0,0
610,0,0,0
610,0,0,0
610,0,0,0
610,0,0,0
610,0,0,0
610,0,0,0
605,0,0,0
605,0,0,0
605,0,0,0
600,0,0,0
600,0,0,0
600,0,0,0
600,0,0,0
600,0,0,0
600,0,0,0
600,0,0,0
600,0.1,0.1,0
600,0,0,0
600,0,0.1,0
600,1.2,0.9,0.8
625,1.6,0.5,0.8
620,0.7,0.3,0.7
620,0.2,0.4,1.1
615,0,0.1,0.8
615,0,0.2,0.1
625,0.3,0.2,0.4
670,0,0.3,0.8
705,0.1,1.2,1.2
735,0,0.1,0
750,0,0,0
750,0,0,0
750,0,0,0
750,0,0,0.1
740,0,0,0
725,0,0,0
720,0,0,0
700,0,0,0
695,0.1,0,0
685,0.1,0.1,0.1
675,0.2,0.1,0
670,0,0,0
665,0.1,0.3,0
660,1.6,0,0
655,0,0,0
655,0,0,0
650,0,0,0
650,0.3,0.8,0
640,2.6,1.5,0
640,1,0.7,0.2
635,0,0.3,0
630,0,0.4,0
635,0,1.1,0
635,0,0.6,0.5
620,0,0,0.2
620,0,0,0
615,0,0,0
615,0,0,0
615,0,0,0
615,0,0,0.1
615,0,0,0.1
610,0.2,0.1,0.5
610,0.2,0.1,0.6
610,0.8,0.2,1
610,0.6,0.8,0.3
610,0.6,0.7,0.8
610,0.3,1.1,0.3
610,0.2,1.9,0.1
615,0.4,0.3,0.2
620,0.2,0,0.2
625,0.4,0,1.5
630,0.2,0.3,1.1
640,0.1,0.1,0.5
645,0,0,0.4
645,0.4,0,1.3
645,0.9,0.4,1.4
645,0.9,0.4,1.4
660,2.2,1.9,2
660,2.2,2.1,2.4
665,2,1.1,2.7
670,0.9,0.4,1.1
670,0.8,0.5,1.1
685,0.9,0.6,1
705,0.9,0.8,1
720,0.4,0.3,0.5
730,0.3,0.1,0.2
735,0.4,0.1,0.3
730,1.6,0.5,0.3
720,0.3,0.3,0.3
710,0.1,0.2,0
700,0,0.1,0
690,0.1,0,0
690,0,0,0
670,0,0,0
660,0,0,0
655,0,0,0
650,0,0,0
645,0,0,0
645,0,0,0
635,0,0,0
635,0,0,0
630,0,0,0
630,0,0,0
625,0,0,0
625,0,0,0
625,0,0,0
620,0,0,0
620,0,0,0
620,0,0,0
620,0.1,0.1,0.1
620,0.2,0.1,0.2
620,2.1,0.7,0.4
620,1.9,1.7,4.2
615,5.2,2.1,5.1
615,0.2,1.9,1.1
615,0,1.4,0
615,0,0,0
610,0,0,0
610,0,0,0
610,0,0,0
610,0,0,0
610,0,0,0
610,0,0,0
610,0,0,0
610,0,0,0
610,0.2,0,0.3
610,0.3,0,0.3
610,0.5,0.1,0.6
610,0.1,0.1,0.1
610,0,0,0.1
610,0,0,0.2
610,0,0,0.5
605,0.2,0.1,0.9
605,0.5,0.1,0.1
610,1.2,1.6,0.1
610,0,0.2,0.1
610,0.1,0.1,0
610,0.7,0.9,0.9
620,5.9,4.6,2.6
620,3.3,0.1,5.5
610,2.1,0.3,2.7
610,0.3,0.6,0.5
610,0.4,0,0.7
610,0.1,0,0.2
610,0.1,0,0.1
610,0,0,0.1
610,0,0,0
610,0,0,0
610,0,0,0.4
605,0,0,0.1
605,0,0,0
605,0,0,0.2
605,0,0,0.2
605,0,0,0
605,0,0,0
605,0,0,0
600,0,0,0
600,0,0,0.1
600,0,0,0.1
600,0.3,0.1,0.2
600,0.3,0.2,0.1
600,0.3,0.7,0
600,0.1,0.2,0.1
600,0.1,0,0
600,0,0,0
600,0,0,0
600,0,0,0
600,0,0,0
600,0,0,0
600,0,0,0
600,0,0,0
600,0,0,0.1
600,0,0,0
600,0,0,0
600,0,0,0
600,0,0,0.3
600,0,0,0
610,0,0,0
625,0,0,0
625,0,0,0.1
625,0,0,0
620,0,0,0.1
620,0.1,0.1,0.1
620,0.2,0.3,0.3
620,6,2.8,2
615,3,3.5,2.3
610,0.5,3,0.3
610,0.3,2.9,0.3
640,1.4,2,1.7
650,0.2,0.3,0.4
640,0,0.1,0.1
645,0,0,0
660,0,0,0
665,0,0,0
665,0,0,0
665,0,0,0
665,0,0,0
670,0,0,0
670,0,0,0
665,0,0,0
665,0,0,0
665,0,0,0
670,0,0,0
670,0,0,0
675,0,0,0
670,0,0,0
670,0,0,0
660,0,0.1,0
660,0,0.1,0
650,0.1,0.1,0.2
645,0.2,0.4,0.3
640,0,0.3,0
640,0,0,0
635,0,0,0
635,0.1,0,0
630,0,0,0
630,0,0,0
625,0,0,0
625,0,0,0
625,0,0,0
620,0,0,0
620,0,0,0
620,0,0,0
615,0,0,0
615,0,0,0
615,0,0,0
615,0,0,0
610,0,0,0
605,0,0,0
605,0,0,0
605,0.1,0.1,0.1
605,0.1,0.1,0.1
605,0.1,0.1,0.1
610,0.9,3.2,0.2
610,1,2.1,1.7
610,1.2,0.3,1.9
610,0.5,0.3,0.6
590,0.1,0.2,0.3
585,0,0.2,0
585,0.1,0,0
585,0,0,0.1
580,0,0.1,0.1
580,0,0.1,0.1
580,0,0,0.1
580,0,0.1,0
580,0,0,0
660,0,0,0
730,0,0,0
765,0,0,0
780,0,0,0
790,0,0,0
775,0,0,0
760,0,0,0
735,0,0,0
710,0.1,0.1,0
695,0.1,0.1,0
675,0,0.1,0
660,0.1,0.4,0
645,0.1,0.2,0
665,0.1,0.1,0
660,0,0,0.1
650,0.1,0,0.1
650,0.2,0.1,0.2
645,0,0,0.1
645,0,0,0.1
640,0,0,0.1
640,0,0,0
635,0,0,0
635,0,0,0
635,0,0,0
630,0,0,0
630,0,0,0
630,0,0,0
630,0,0,0
630,0,0,0
640,0,0,0
640,0,0,0
640,0,0,0
635,0.2,0.1,0.2
630,0.1,0.1,0.1
630,0.1,0.1,0
630,0.1,0.1,0.1
630,0.1,0.2,0.1
630,0.5,0.2,0.5
630,0.1,0.1,0.1
630,0,0,0
630,0,0,0
625,0,0,0
625,0,0,0.1
625,0,0,0
620,0,0,0
620,0,0,0
620,0,0,0
620,0,0,0
620,0,0,0
620,0,0,0
620,0,0,0
615,0,0,0
615,0,0,0
615,0,0,0
610,0,0,0
610,0,0,0
610,0,0,0
610,0,0,0
610,0,0,0
610,0.3,0.2,0.2
610,0.2,0.2,0.1
635,0.1,0.1,0.1
650,0,0,0.1
650,0,0,0.1
645,0,0,0.1
635,0,0,0
625,0,0,0
620,0.1,0,0.1
620,0.1,0,0.1
615,0,0,0
615,0,0,0
610,0,0.1,0
610,0,0,0
610,0,0,0
610,0,0,0
605,0,0,0
605,0,0,0
605,0,0,0
605,0,0,0
610,0,0,0
610,0.1,0,0
610,0,0.1,0
610,0,0,0
610,0,0,0
610,0,0.4,0
610,0.6,1.3,0.3
610,0.2,0.5,0
610,1.5,0,0.4
610,0,0,0
605,0,0,0
605,0,0,0
605,0,0,0
605,0,0,0
605,0,0,0
600,0,0,0.3
600,0,0,0
600,0,0,0
595,0,0.2,0.1
595,0,0,0
595,0,0,0
595,0,0,0
595,0,0,0
595,0,0,0
595,0,0,0.1
595,0.2,0,0.2
595,0.1,0.1,0.1
595,0.1,0.1,0.1
595,1.8,0.2,1.6
595,1.1,0.4,1.8
595,0.2,0.8,0.1
595,0,0.2,0.1
595,0,0,0.1
595,0,0,0
600,0,0,0
600,0,0,0
605,0,0,0
610,0,0,0
620,0,0,0.2
620,0,0,0
625,0,0,0
625,0,0,0
640,0,0,0
650,0,0,0
640,0,0,0
640,0,0,0
620,0,0,0
625,0,0,0
615,0,0,0
615,0,0,0
610,0,0,0
610,0.1,0,0
610,2.4,0.1,0.1
610,0.3,0.7,0
605,0,0.1,0
605,0,0.1,0
605,0,0,0
605,0,0,0
600,0,0,0
600,0,0,0
600,0.1,0.1,0
600,0.3,0.5,0.3
600,0.1,0.1,0
600,0,0.1,0.3
600,0.1,0.2,1
600,0.1,0,0
610,0,0,0.1
615,0.1,0,0.1
625,0,0,0
635,0,0,0
635,0,0,0
635,0.1,0,0
635,0.2,0.1,0.2
630,0.2,0.1,0.1
625,0.1,0.1,0.1
620,0.1,0.4,0.1
620,0.1,0.5,0.1
620,0.5,0.4,0.1
610,0.6,0.1,0.6
610,0.9,0.1,0.3
610,0.2,0.1,0.1
605,0,0,0
605,0,0,0
600,0,0,0
600,0,0,0
600,0,0,0
600,0,0,0
600,0,0,0
600,0,0,0
595,0,0,0
595,0,0,0.2
595,0,0,0.1
595,0,0,0
595,0,0,0
595,0,0,0
595,0,0,0
595,0,0,0
595,0.1,0.1,0
600,1.2,0.3,0.4
600,0.3,2,0.2
600,2.6,0.6,3
600,3.2,1.1,1.7
600,0.1,3.2,0.2
600,0,0.3,0
600,0,0,0
600,0,0,0
600,0,0,0
600,0,0,0
600,0,0,0
600,0,0,0
600,0,0,0
600,0,0,0
600,0,0,0
600,0,0,0
600,0,0,0
600,0,0,0
600,0,0,0
595,0,0,0
595,0,0,0
595,0,0,0
595,0,0,0
595,0.1,0,0
595,0.1,0.1,0
595,0.2,2.1,0.1
595,0,0.1,0
595,0.1,0.1,0
595,0.8,0.3,0.2
595,0.8,0.1,0.3
595,0,0,0
595,0,0,0
595,0,0,0
595,0,0,0.1
595,0,0,0
595,0,0,0
595,0,0.9,0.1
595,0,0.1,0.1
595,0,0.1,0
590,0,0,0
590,0,0,0
590,0,0,0
590,0,0,0
590,0,0.1,0
590,0,0.2,0
590,0.1,0.2,0
590,0.1,0.1,0
590,0.1,0.3,0
590,0.1,0.1,0
590,0.2,0.3,0.1
590,0.3,0.7,0.1
590,2.6,2.6,0.1
590,0.4,0.3,0.8
590,0.1,0.1,0
590,0,0.1,0.1
590,0,0.6,0.1
590,0,0.6,0.1
590,0,0,0
590,0,0,0
590,0,0,0
590,0,0,0
590,0,0,0
590,0,0,0
590,0,0,0
590,0,0,0
590,0,0,0
590,0,0,0
590,0,0,0
590,0,0,0
590,0,0,0
590,0.1,0.1,0
590,0.2,0.2,0
590,0.1,0.4,0.1
590,3.8,1.2,0.1
590,3.1,1.9,0.7
590,0.3,2.1,0.3
590,0.2,0.8,0.6
625,0.2,0,1.4
665,0.5,0,1
690,0.1,0,0.2
695,0,0,0
695,0,0,0
685,0,0,0
670,0,0,0
650,0,0.2,0
640,0.2,0.2,0.5
630,0,0,0.2
625,0,0,0
620,0,0,0
610,0,0,0
605,0,0,0
600,0,0,0
600,0,0,0
595,0,0,0
595,0,0,0
590,0.1,0,0
595,0.1,0.1,0.1
600,0.2,0.3,0.1
620,5.2,0.7,4
600,4.5,2.2,2.2
600,1.6,5.6,1.2
600,1.8,1.8,3.5
610,2,0.4,2.9
610,0.4,0.3,0.2
610,0,0.1,0
610,0.3,0,0.4
600,0.3,0,0.3
600,0,0,0
600,0,0.1,0
600,0.7,0.2,1
600,0,0,0.2
600,0,0,0.1
600,0,0,0.1
600,0,0,0
600,0,0,0
600,0,0,0
610,0,0,0
610,0,0,0
610,0.2,0,0.1
610,0.1,0.1,0.2
610,0.2,0.3,0.2
605,1.7,0.8,0.8
600,1.8,0.1,0.9
600,0.4,1.7,0.1
630,0.2,1.3,0.1
610,1.5,0.5,0.9
605,0.4,0.5,0.5
605,0.2,1,0.3
600,0.2,0.4,0.6
595,0,0.1,0
595,0,0,0
595,0,0,0
595,0,0,0
595,0,0,0
595,0,0,0
595,0,0,0
620,0,0,0
645,0,0,0
660,0,0,0
660,0,0,0
660,0,0,0
650,0,0,0
640,0.1,0.1,0
635,0.2,0.1,0.1
630,0.2,0.2,0.1
625,0.8,0.2,0.1
620,0.1,0.2,0.1
615,0.1,0.2,0.1
610,1.1,0.1,0.2
610,1.2,0,1.3
610,1.1,0.4,1.6
605,0.6,0.2,0.9
605,0.8,0.1,0.8
600,0,0,0
600,0,0,0
600,0,0,0
600,0,0,0
590,0,0,0
590,0,0,0
625,0,0,0
640,0,0,0
650,0,0,0
645,0,0,0
640,0,0,0
635,0,0,0
635,0,0,0
635,0,0,0
620,0.1,0.1,0
615,0.1,0.2,0.1
610,0.3,0.2,0.1
610,0.2,2.2,1.2
610,0.5,2.6,0.6
610,0.2,0.3,0.4
605,0.5,0.1,1.4
600,0.4,0.1,1.1
600,0,0.1,0.1
600,0,0.2,0
595,0,0.5,0
595,0,0.7,0
595,0,1.1,0.1
610,1,0.7,0.3
620,1.5,1.1,0.5
635,0.6,1,0.6
635,1.2,1.1,0.6
635,0.5,1.2,0.7
635,0.6,1.2,0.5
630,0.7,1.2,0.5
625,0.8,0.7,0.3
620,0.6,1.5,0.1
615,0.2,0.1,0.1
610,0.1,0.1,0
610,0.1,0.1,0.1
610,0.2,0.1,0.1
605,1.6,0.2,0.8
630,0.1,0.1,0
625,1.1,0.1,0
620,6.3,1.4,0.3
695,3.2,0.9,2.2
660,1.6,0.2,1.7
630,0.4,0.2,0.5
620,0.1,0,0.1
620,0,0,0
610,0,0,0
610,0,0,0
610,0,0,0.1
605,0,0,0.1
605,0,0.1,0.4
605,0,0.1,0.3
605,0,0.1,0.1
625,0,0.1,0.1
640,0.1,0.1,0.1
660,0.2,0.2,0.1
690,0.1,0.3,0.1
705,0.2,0.2,0.2
715,0.2,0.2,0.1
715,0.2,0.2,0.2
705,0.2,0.2,0.5
695,0.2,1.1,0.1
685,0.8,0.9,0.2
675,0.6,0.6,0.1
665,0.3,0.1,0.1
665,0.6,0.1,0.4
645,1.1,0.1,1.3
645,0.2,0.4,0.2
640,0.3,0.2,0.6
635,0.5,0.1,0.5
630,0.5,0.1,0.7
625,0.1,0,0.2
625,0.1,0.1,0.3
620,0.5,0.3,0.1
630,0.4,0.8,0.3
645,0.5,0.2,0.4
670,0.1,0.2,0.1
670,0,0.2,0
670,0,0.2,0.1
660,0,0,0.1
655,0,0,0.1
650,0,0,0
640,0.2,0,0.2
635,0.1,0.1,0.2
635,0.6,0.1,0.3
625,0.7,1.6,1.6
625,0,0.1,0.1
620,0.6,0,0.6
620,0.2,0.3,0
615,0,0.5,0
615,0,0.2,0
615,0,0,0
615,0,0.1,0
615,0,0,0
610,0,0,0
610,0,0,0
610,0,0,0
605,0,0,0
605,0,0,0
605,0,0,0.2
600,0,0,0.1
600,0,0,0.1
600,0,0,0
600,0,0,0
600,0,0,0
600,0,0,0
600,0,0,0
600,0,0,0
600,0,0,0
600,0.1,0,0.1
600,0.1,0.1,0.1
600,0.4,0.2,0.3
600,0.4,0.1,0.2
600,0.2,0,0
600,0,0,0.1
600,0,0,0
600,0,0,0
600,0,0,0
600,0,0,0.1
600,0,0,0.1
600,0,0,0
600,0,0,0.2
600,0,0,0.1
600,0,0,0
600,0,0,0
600,0,0,0
600,0,0,0
600,0,0,0
600,0,0,0.2
600,0,0,0.1
600,0.1,0,0.1
600,0.1,0.1,0.2
600,0,0.1,0.1
600,0.2,1.3,0.3
600,0,0.1,0.1
600,0.5,0,0.5
600,0.3,0,0.1
600,0.2,0,0
600,0,0,0
600,0,0,0
600,0,0,0
600,0,0,0.1
600,0.3,0,0
600,1.4,0,1.8
600,0.6,0,1.9
600,0.9,0,4
600,0,0,0.2
600,0,0,0
600,0,0,0.4
600,0,0,0
600,0,0,0
600,0,0,0.1
600,0,0,0.2
600,0,0,0.1
600,0,0,0.1
600,0.1,0,0.6
600,1.6,0.2,2.2
600,4.6,3.5,2.2
600,3.5,0.4,2.7
600,2,1,0.1
600,0.2,1.6,0.1
600,0,0,0
600,0,0,0
600,0,0,0
600,0,0,0.1
600,1.2,0.2,2
600,0.5,1.9,1.7
600,0.3,1.4,1
600,0.3,0.7,0.4
595,0.6,0.4,0.5
595,0,0,0.9
595,0,0,0.7
595,0,0,0.1
595,0,0,0.1
595,0,0,0.1
595,0,0,0.1
595,0,0,0.1
595,0.1,0.1,0.2
595,0.2,0.1,0.1
595,0.3,0.3,0.3
595,2.3,1.2,0.2
595,3.2,1.9,0.8
600,0.1,0.1,0.1
600,0.2,0.1,0.1
600,0.1,0,0.1
600,0.1,0,0.1
600,0,0,0
600,0,0,0
600,0,0,0
600,0,0,0
600,0,0,0
600,0,0,0
600,0,0,0
600,0,0,0
600,0,0,0
600,0.1,0,0
600,0,0,0
600,0,0,0
595,0,0,0
600,0,0,0
595,0,0,0
595,0,0,0
595,0,0,0
595,0.1,0,0
595,0,0,0
595,0.2,0,0
595,0.1,0,0
590,0.2,1,0.1
595,0.7,1.7,0.2
590,2,0.2,0
590,0,0,0
590,0,0,0
595,0,0,0.1
595,0,0,0
595,0.1,0,0
595,0,0,0
595,0,0,0
595,0,0,0.1
595,0,0,0.4
595,0,0.1,0.6
595,0.6,0.1,1.3
650,0.2,0.2,0.5
650,0.1,0.1,0.1
625,0,0,0
605,0,0,0
605,0,0,0
605,0.1,0,0.1
605,0.2,0.1,0.1
605,0.2,0.2,0.1
605,0.1,0.1,0
605,0.1,0.1,0
610,0.1,0.1,0
625,0.1,0.1,0
635,0.1,0.1,0
655,0,0,0
670,0,0,0
680,0,0,0.1
680,0,0,0
680,0,0,0
670,0,0,0
670,0,0,0
660,0,0,0
665,0,0,0
675,0,0,0.1
660,0,0,0.2
650,0,0,0.1
645,0,0,0
640,0,0,0
640,0,0,0
630,0,0,0
625,0,0,0
625,0,0,0
625,0,0,0
625,0,0.1,0
620,0,0,0
620,0,0,0
620,0.1,0.2,0
625,0.3,0.1,0
630,0.3,0.7,0
635,0.1,0.2,0.1
635,0,0,0.1
635,0,0,0
625,0,0.1,0
625,0,0,0
620,0,0,0
615,0,0,0
615,0,0,0
610,0,0,0
610,0,0,0
605,0,0,0
600,0,0,0
600,0,0,0.1
600,0,0,0.1
600,0,0,0
600,0.1,0.1,0
600,0.2,0.2,0
600,0.1,0.2,0
600,0.1,0.2,0.1
610,0.2,0.9,0.1
600,0.6,0.2,0.1
600,0.8,0.4,0.8
600,0.3,0.2,0.4
600,0,0,0.1
600,0,0,0
600,0,0,0
600,0,0,0
600,0,0,0
600,0,0,0.1
600,0,0,0
600,0,0,0.1
600,0,0,0
600,0,0,0.1
600,0,0,0
600,0,0,0
600,0,0,0
600,0,0,0
610,0,0,0
600,0,0,0
615,0,0,0
615,0.1,0.1,0
615,1.5,0.4,0
615,0.9,0.1,0
620,4.7,2.2,1.2
635,1.2,1.7,1
620,0.6,3.7,0.5
610,0.8,1.9,0.7
625,0,0.2,0.1
650,0,0,0.3
675,0,0,0
695,0,0,0
695,0,0,0
685,0,0,0
685,0,0,0
670,0,0,0
655,0,0,0
675,0,0,0
730,0,0,0
765,0,0,0
785,0,0,0
785,0,0,0
780,0,0,0
760,0,0,0
740,0,0,0
720,0,0,0
700,0,0,0
685,0,0,0
670,0.8,0,0.6
670,3.7,3.5,2.7
660,0.5,1.8,0.7
650,0,0.5,0
650,0,0,0
645,0,0,0
645,0,0,0
640,0,0,0
630,0,0,0
630,0,0,0
630,0,0,0
630,0,0,0
620,0,0,0
620,0,0,0
620,0,0,0
620,0,0,0
620,0,0,0
610,0,0,0.1
610,0,0,0
610,0,0,0
610,0,0,0
600,0.1,0,0.1
600,0.1,0.1,0.1
600,1.5,0.3,2.2
600,0.7,0.2,0.9
600,4,0.3,2.8
600,1.4,1.9,2.2
610,0,0.9,0.9
620,0,0,0
620,0,0,0.6
680,0,0,0.4
700,0,0,0
710,0,0,0
710,0,0,0
710,0,0,0
700,0,0,0
685,0,0,0
670,0,0,0
670,0,0,0
670,0,0,0
650,0,0,0
650,0,0,0
650,0,0,0
650,0,0,0
650,0,0,0
650,0.1,0,0.1
645,0.1,0.1,0
640,0.1,0.1,0.1
635,0.1,0,0.1
630,0.2,0,0.1
625,0.5,0,0.7
625,0,0,0
620,0,0,0
620,0,0,0
620,0,0,0
620,0,0.1,0
615,0,0.5,0
615,0,0.1,0
615,0,0,0
630,0,0,0
630,0,0,0
635,0,0,0.3
635,0,0,0.1
625,0,0,0
615,0,0,0
615,0,0,0
610,0,0,0
605,0,0,0
605,0,0.1,0
605,0.1,0.2,0
605,0.1,0,0.1
605,1,0.1,0.1
605,0.5,0.1,0.5
605,2.2,0.1,2.2
605,5.5,1.6,0.6
605,1,2.1,0.2
605,0.4,0.5,0.3
605,0.5,0.4,0.2
605,0.4,0.3,0.1
605,0.1,0.4,0
605,0,0.7,0
605,0,0.6,0
605,0.1,0.4,0
605,0.1,0.2,0
605,0,0,0
605,0,0,0
605,0,0,0
605,0,0,0
605,0,0,0
605,0,0,0
605,0,0,0
635,0,0,0
665,0,0,0
680,0.1,0.1,0
680,0.1,0.2,0
675,2.7,0.3,0.6
665,0.5,0.3,0
655,0,1.2,0
650,0.3,2.9,0.4
655,2.1,1.9,2.2
675,1,0.2,0.4
680,0,0,0
675,0,0,0
665,0,0,0
660,0,0,0
635,0,0,0.1
630,0.5,0,1
630,1.2,0,1.8
645,0.8,0,2.1
660,2.1,0.7,3.7
660,2.7,1.3,3.9
660,1.7,0.8,2.3
650,0.3,0.4,0.5
645,0.2,0.3,0.3
645,0.6,0.2,0.6
645,0.8,0.1,0.9
645,0.3,0.7,0.1
645,1,0.6,0.5
645,0.3,0.4,0.1
640,0,0.2,0
635,0,0.3,0
635,1,2.3,0
630,1.3,2.2,0.3
630,0.8,1.6,0.2
625,0.1,0.4,0
625,0,0.1,0
625,0.3,0.2,0.2
625,0.5,0.2,0.3
645,0.3,0.3,0.1
670,0.3,0.1,0.1
690,0.2,0,0.1
700,0.2,0,0
700,0,0,0
710,0,0,0
730,0,0,0
740,0,0,0
765,0,0,0
770,0,0,0
775,0,0,0
765,0,0,0
760,0,0,0
745,0,0,0
725,0,0,0
710,0,0.1,0
700,0.1,0.2,0.4
685,0.5,0.5,0.5
680,0.5,0.7,0.3
670,0.7,0.1,0.8
665,0.3,0,0.6
650,0.3,0.1,0.6
650,0.3,0.1,0.8
650,0.4,0.2,0.8
640,0.4,0.3,0.7
640,0.2,0.2,0.5
635,0.2,0.1,0.6
635,0.3,0,0.3
635,0,0,0.1
635,0,0,0
630,0,0,0
630,0,0,0
620,0,0,0
620,0,0,0
625,0,0,0
625,0,0,0
625,0.1,0,0.1
620,0.2,0.1,0.3
640,0.1,0.1,0.3
645,0.4,0.3,1
640,1.2,4.1,1.4
635,1.5,3.9,1.3
635,0.6,0.8,0.6
635,0.3,0.7,0.5
635,1.1,0.5,1.8
640,0.2,0.1,0.2
640,0,0,0.1
635,0,0,0
635,0,0,0
630,0,0,0
630,0,0,0
625,0,0,0
625,0,0,0
625,0,0,0.2
620,0,0,0
620,0,0,0
630,0,0,0
645,0,0,0
655,0,0,0
655,0,0,0.1
650,0.1,0.1,0.1
645,0.1,0.1,0.1
645,2.4,1,0.1
645,2.7,0.1,1.6
655,1,1.6,1.1
655,3.2,3.9,3.7
655,1.7,2.9,1
695,2.9,2.3,1.7
695,0.7,1.6,0.8
680,0.7,1.3,0.4
660,0.6,0.6,0.2
650,0.5,0.3,0
645,0.4,0.1,0
635,0.1,0,0
630,0,0,0
630,0,0,0
640,0,0,0
660,0,0,0
670,0,0,0
670,0,0,0
670,0,0,0
660,0,0,0
655,0,0,0
650,0,0,0
645,0,0,0
640,0,0,0
635,0,0,0
635,0,0,0
630,0,0.1,0
630,0.1,0.1,0
625,0.2,0.4,0.2
625,0.1,0.2,0
625,0,0,0
625,0.1,0,0.1
625,0,0,0.8
620,0,0,0.1
615,0,0,0.1
620,0,0,0
630,0,0,0.2
640,0,0,0.2
650,0,0,0.1
665,0,0,0
665,0,0,0.1
665,0,0,0
680,0,0,0
690,0,0,0
700,0,0,0
705,0,0,0
715,0.2,0,0.1
730,0.1,0.2,0.1
740,0.1,0.1,0.3
740,2.8,0.9,1.7
730,0.2,0.6,0.3
720,2.2,2.8,3
